StatusID,CompanyID,ItemID,ItemName,CurrentStock,SalesVelocity30d,IsUnderstock,IsOverstock,IsPopular,DaysOfStock,ReorderLevel,StockValue,LastSaleDate,LastPurchaseDate,CreatedAt,UpdatedAt
ISS-0022,COMP-0003,ITM-0004_COMP-0003,Dell XPS 15,4,4,TRUE,FALSE,TRUE,0,15,336000,2024-04-28,2024-04-20,2024-05-01 08:00:00,2024-05-01 08:00:00
ISS-0023,COMP-0003,ITM-0005_COMP-0003,HP Pavilion,16,3,FALSE,FALSE,TRUE,4,15,616000,2024-04-28,2024-04-20,2024-05-01 08:00:00,2024-05-01 08:00:00
ISS-0024,COMP-0003,ITM-0006_COMP-0003,Cotton Silk Saree,15,7,FALSE,FALSE,TRUE,1,15,36750,2024-04-28,2024-04-20,2024-05-01 08:00:00,2024-05-01 08:00:00
ISS-0025,COMP-0003,ITM-0007_COMP-0003,Pure Silk Saree,29,3,FALSE,FALSE,FALSE,9,15,203000,2024-04-28,2024-04-20,2024-05-01 08:00:00,2024-05-01 08:00:00
ISS-0026,COMP-0003,ITM-0008_COMP-0003,Cotton Shirt,18,15,FALSE,FALSE,TRUE,1,15,11340,2024-04-28,2024-04-20,2024-05-01 08:00:00,2024-05-01 08:00:00
ISS-0027,COMP-0003,ITM-0009_COMP-0003,Jeans Pant,0,12,TRUE,FALSE,TRUE,0,15,0,2024-04-28,2024-04-20,2024-05-01 08:00:00,2024-05-01 08:00:00
ISS-0028,COMP-0004,ITM-0001_COMP-0004,iPhone 15,1,10,TRUE,FALSE,TRUE,0,15,45500,2024-04-28,2024-04-20,2024-05-01 08:00:00,2024-05-01 08:00:00
ISS-0029,COMP-0004,ITM-0002_COMP-0004,Samsung S24,15,4,FALSE,FALSE,TRUE,3,15,577500,2024-04-28,2024-04-20,2024-05-01 08:00:00,2024-05-01 08:00:00
ISS-0030,COMP-0004,ITM-0003_COMP-0004,OnePlus 12,4,5,TRUE,FALSE,TRUE,0,15,117596,2024-04-28,2024-04-20,2024-05-01 08:00:00,2024-05-01 08:00:00
ISS-0031,COMP-0004,ITM-0004_COMP-0004,Dell XPS 15,0,12,TRUE,FALSE,TRUE,0,15,0,2024-04-28,2024-04-20,2024-05-01 08:00:00,2024-05-01 08:00:00
ISS-0032,COMP-0004,ITM-0005_COMP-0004,HP Pavilion,30,13,FALSE,FALSE,TRUE,2,15,1155000,2024-04-28,2024-04-20,2024-05-01 08:00:00,2024-05-01 08:00:00
ISS-0033,COMP-0004,ITM-0006_COMP-0004,Cotton Silk Saree,0,12,TRUE,FALSE,TRUE,0,15,0,2024-04-28,2024-04-20,2024-05-01 08:00:00,2024-05-01 08:00:00
ISS-0034,COMP-0004,ITM-0007_COMP-0004,Pure Silk Saree,0,7,TRUE,FALSE,TRUE,0,15,0,2024-04-28,2024-04-20,2024-05-01 08:00:00,2024-05-01 08:00:00
ISS-0035,COMP-0004,ITM-0008_COMP-0004,Cotton Shirt,58,5,FALSE,TRUE,TRUE,10,15,36540,2024-04-28,2024-04-20,2024-05-01 08:00:00,2024-05-01 08:00:00
ISS-0036,COMP-0004,ITM-0009_COMP-0004,Jeans Pant,68,1,FALSE,TRUE,FALSE,40,15,71400,2024-04-28,2024-04-20,2024-05-01 08:00:00,2024-05-01 08:00:00
ISS-0037,COMP-0005,ITM-0001_COMP-0005,iPhone 15,21,4,FALSE,FALSE,TRUE,4,15,955500,2024-04-28,2024-04-20,2024-05-01 08:00:00,2024-05-01 08:00:00
ISS-0038,COMP-0005,ITM-0002_COMP-0005,Samsung S24,0,4,TRUE,FALSE,TRUE,0,15,0,2024-04-28,2024-04-20,2024-05-01 08:00:00,2024-05-01 08:00:00
ISS-0039,COMP-0005,ITM-0003_COMP-0005,OnePlus 12,2,7,TRUE,FALSE,TRUE,0,15,58798,2024-04-28,2024-04-20,2024-05-01 08:00:00,2024-05-01 08:00:00
ISS-0040,COMP-0005,ITM-0004_COMP-0005,Dell XPS 15,0,7,TRUE,FALSE,TRUE,0,15,0,2024-04-28,2024-04-20,2024-05-01 08:00:00,2024-05-01 08:00:00
ISS-0041,COMP-0005,ITM-0005_COMP-0005,HP Pavilion,57,8,FALSE,TRUE,TRUE,6,15,2194500,2024-04-28,2024-04-20,2024-05-01 08:00:00,2024-05-01 08:00:00
ISS-0042,COMP-0005,ITM-0006_COMP-0005,Cotton Silk Saree,80,6,FALSE,TRUE,TRUE,12,15,196000,2024-04-28,2024-04-20,2024-05-01 08:00:00,2024-05-01 08:00:00
ISS-0043,COMP-0005,ITM-0007_COMP-0005,Pure Silk Saree,0,7,TRUE,FALSE,TRUE,0,15,0,2024-04-28,2024-04-20,2024-05-01 08:00:00,2024-05-01 08:00:00
ISS-0044,COMP-0005,ITM-0008_COMP-0005,Cotton Shirt,47,4,FALSE,FALSE,TRUE,10,15,29610,2024-04-28,2024-04-20,2024-05-01 08:00:00,2024-05-01 08:00:00
ISS-0045,COMP-0005,ITM-0009_COMP-0005,Jeans Pant,3,7,TRUE,FALSE,TRUE,0,15,3150,2024-04-28,2024-04-20,2024-05-01 08:00:00,2024-05-01 08:00:00
ISS-0046,COMP-0006,ITM-0001_COMP-0006,iPhone 15,19,1,FALSE,FALSE,FALSE,19,15,864500,2024-04-28,2024-04-20,2024-05-01 08:00:00,2024-05-01 08:00:00
ISS-0047,COMP-0006,ITM-0002_COMP-0006,Samsung S24,0,6,TRUE,FALSE,TRUE,0,15,0,2024-04-28,2024-04-20,2024-05-01 08:00:00,2024-05-01 08:00:00
ISS-0048,COMP-0006,ITM-0003_COMP-0006,OnePlus 12,0,5,TRUE,FALSE,TRUE,0,15,0,2024-04-28,2024-04-20,2024-05-01 08:00:00,2024-05-01 08:00:00
ISS-0049,COMP-0006,ITM-0004_COMP-0006,Dell XPS 15,0,19,TRUE,FALSE,TRUE,0,15,0,2024-04-28,2024-04-20,2024-05-01 08:00:00,2024-05-01 08:00:00
ISS-0050,COMP-0006,ITM-0005_COMP-0006,HP Pavilion,46,11,FALSE,FALSE,TRUE,3,15,1771000,2024-04-28,2024-04-20,2024-05-01 08:00:00,2024-05-01 08:00:00
ISS-0051,COMP-0006,ITM-0006_COMP-0006,Cotton Silk Saree,0,14,TRUE,FALSE,TRUE,0,15,0,2024-04-28,2024-04-20,2024-05-01 08:00:00,2024-05-01 08:00:00
ISS-0052,COMP-0006,ITM-0007_COMP-0006,Pure Silk Saree,44,6,FALSE,FALSE,TRUE,7,15,308000,2024-04-28,2024-04-20,2024-05-01 08:00:00,2024-05-01 08:00:00
ISS-0053,COMP-0006,ITM-0008_COMP-0006,Cotton Shirt,3,7,TRUE,FALSE,TRUE,0,15,1890,2024-04-28,2024-04-20,2024-05-01 08:00:00,2024-05-01 08:00:00
ISS-0054,COMP-0006,ITM-0009_COMP-0006,Jeans Pant,0,16,TRUE,FALSE,TRUE,0,15,0,2024-04-28,2024-04-20,2024-05-01 08:00:00,2024-05-01 08:00:00
ISS-0055,COMP-0007,ITM-0001_COMP-0007,iPhone 15,0,6,TRUE,FALSE,TRUE,0,15,0,2024-04-28,2024-04-20,2024-05-01 08:00:00,2024-05-01 08:00:00
ISS-0056,COMP-0007,ITM-0002_COMP-0007,Samsung S24,9,4,TRUE,FALSE,TRUE,1,15,346500,2024-04-28,2024-04-20,2024-05-01 08:00:00,2024-05-01 08:00:00
ISS-0057,COMP-0007,ITM-0003_COMP-0007,OnePlus 12,0,11,TRUE,FALSE,TRUE,0,15,0,2024-04-28,2024-04-20,2024-05-01 08:00:00,2024-05-01 08:00:00
ISS-0058,COMP-0007,ITM-0004_COMP-0007,Dell XPS 15,0,9,TRUE,FALSE,TRUE,0,15,0,2024-04-28,2024-04-20,2024-05-01 08:00:00,2024-05-01 08:00:00
ISS-0059,COMP-0007,ITM-0005_COMP-0007,HP Pavilion,10,1,FALSE,FALSE,FALSE,6,15,385000,2024-04-28,2024-04-20,2024-05-01 08:00:00,2024-05-01 08:00:00
ISS-0060,COMP-0007,ITM-0006_COMP-0007,Cotton Silk Saree,5,4,TRUE,FALSE,TRUE,1,15,12250,2024-04-28,2024-04-20,2024-05-01 08:00:00,2024-05-01 08:00:00
ISS-0061,COMP-0007,ITM-0007_COMP-0007,Pure Silk Saree,56,3,FALSE,TRUE,FALSE,16,15,392000,2024-04-28,2024-04-20,2024-05-01 08:00:00,2024-05-01 08:00:00
ISS-0062,COMP-0007,ITM-0008_COMP-0007,Cotton Shirt,5,4,TRUE,FALSE,TRUE,1,15,3150,2024-04-28,2024-04-20,2024-05-01 08:00:00,2024-05-01 08:00:00
ISS-0063,COMP-0007,ITM-0009_COMP-0007,Jeans Pant,0,4,TRUE,FALSE,TRUE,0,15,0,2024-04-28,2024-04-20,2024-05-01 08:00:00,2024-05-01 08:00:00
ISS-0064,COMP-0008,ITM-0001_COMP-0008,iPhone 15,82,2,FALSE,TRUE,FALSE,41,15,3731000,2024-04-28,2024-04-20,2024-05-01 08:00:00,2024-05-01 08:00:00
ISS-0065,COMP-0008,ITM-0002_COMP-0008,Samsung S24,8,10,TRUE,FALSE,TRUE,0,15,308000,2024-04-28,2024-04-20,2024-05-01 08:00:00,2024-05-01 08:00:00
ISS-0066,COMP-0008,ITM-0003_COMP-0008,OnePlus 12,34,9,FALSE,FALSE,TRUE,3,15,999566,2024-04-28,2024-04-20,2024-05-01 08:00:00,2024-05-01 08:00:00
ISS-0067,COMP-0008,ITM-0004_COMP-0008,Dell XPS 15,0,5,TRUE,FALSE,TRUE,0,15,0,2024-04-28,2024-04-20,2024-05-01 08:00:00,2024-05-01 08:00:00
ISS-0068,COMP-0008,ITM-0005_COMP-0008,HP Pavilion,0,7,TRUE,FALSE,TRUE,0,15,0,2024-04-28,2024-04-20,2024-05-01 08:00:00,2024-05-01 08:00:00
ISS-0069,COMP-0008,ITM-0006_COMP-0008,Cotton Silk Saree,0,9,TRUE,FALSE,TRUE,0,15,0,2024-04-28,2024-04-20,2024-05-01 08:00:00,2024-05-01 08:00:00
ISS-0070,COMP-0008,ITM-0007_COMP-0008,Pure Silk Saree,0,6,TRUE,FALSE,TRUE,0,15,0,2024-04-28,2024-04-20,2024-05-01 08:00:00,2024-05-01 08:00:00
ISS-0071,COMP-0008,ITM-0008_COMP-0008,Cotton Shirt,52,7,FALSE,TRUE,TRUE,7,15,32760,2024-04-28,2024-04-20,2024-05-01 08:00:00,2024-05-01 08:00:00
ISS-0072,COMP-0008,ITM-0009_COMP-0008,Jeans Pant,0,4,TRUE,FALSE,TRUE,0,15,0,2024-04-28,2024-04-20,2024-05-01 08:00:00,2024-05-01 08:00:00
ISS-0073,COMP-0009,ITM-0001_COMP-0009,iPhone 15,0,6,TRUE,FALSE,TRUE,0,15,0,2024-04-28,2024-04-20,2024-05-01 08:00:00,2024-05-01 08:00:00
ISS-0074,COMP-0009,ITM-0002_COMP-0009,Samsung S24,20,0,FALSE,FALSE,FALSE,20,15,770000,2024-04-28,2024-04-20,2024-05-01 08:00:00,2024-05-01 08:00:00
ISS-0075,COMP-0009,ITM-0003_COMP-0009,OnePlus 12,29,6,FALSE,FALSE,TRUE,4,15,852571,2024-04-28,2024-04-20,2024-05-01 08:00:00,2024-05-01 08:00:00
ISS-0076,COMP-0009,ITM-0004_COMP-0009,Dell XPS 15,48,7,FALSE,FALSE,TRUE,6,15,4032000,2024-04-28,2024-04-20,2024-05-01 08:00:00,2024-05-01 08:00:00
ISS-0077,COMP-0009,ITM-0005_COMP-0009,HP Pavilion,54,2,FALSE,TRUE,FALSE,20,15,2079000,2024-04-28,2024-04-20,2024-05-01 08:00:00,2024-05-01 08:00:00
ISS-0078,COMP-0009,ITM-0006_COMP-0009,Cotton Silk Saree,0,4,TRUE,FALSE,TRUE,0,15,0,2024-04-28,2024-04-20,2024-05-01 08:00:00,2024-05-01 08:00:00
ISS-0079,COMP-0009,ITM-0007_COMP-0009,Pure Silk Saree,0,7,TRUE,FALSE,TRUE,0,15,0,2024-04-28,2024-04-20,2024-05-01 08:00:00,2024-05-01 08:00:00
ISS-0080,COMP-0009,ITM-0008_COMP-0009,Cotton Shirt,0,5,TRUE,FALSE,TRUE,0,15,0,2024-04-28,2024-04-20,2024-05-01 08:00:00,2024-05-01 08:00:00
ISS-0081,COMP-0009,ITM-0009_COMP-0009,Jeans Pant,0,6,TRUE,FALSE,TRUE,0,15,0,2024-04-28,2024-04-20,2024-05-01 08:00:00,2024-05-01 08:00:00
ISS-0082,COMP-0010,ITM-0001_COMP-0010,iPhone 15,46,10,FALSE,FALSE,TRUE,4,15,2093000,2024-04-28,2024-04-20,2024-05-01 08:00:00,2024-05-01 08:00:00
ISS-0083,COMP-0010,ITM-0002_COMP-0010,Samsung S24,0,8,TRUE,FALSE,TRUE,0,15,0,2024-04-28,2024-04-20,2024-05-01 08:00:00,2024-05-01 08:00:00
ISS-0084,COMP-0010,ITM-0003_COMP-0010,OnePlus 12,7,3,TRUE,FALSE,FALSE,2,15,205793,2024-04-28,2024-04-20,2024-05-01 08:00:00,2024-05-01 08:00:00
ISS-0085,COMP-0010,ITM-0004_COMP-0010,Dell XPS 15,27,4,FALSE,FALSE,TRUE,5,15,2268000,2024-04-28,2024-04-20,2024-05-01 08:00:00,2024-05-01 08:00:00
ISS-0086,COMP-0010,ITM-0005_COMP-0010,HP Pavilion,72,3,FALSE,TRUE,TRUE,19,15,2772000,2024-04-28,2024-04-20,2024-05-01 08:00:00,2024-05-01 08:00:00
ISS-0087,COMP-0010,ITM-0006_COMP-0010,Cotton Silk Saree,0,13,TRUE,FALSE,TRUE,0,15,0,2024-04-28,2024-04-20,2024-05-01 08:00:00,2024-05-01 08:00:00
ISS-0088,COMP-0010,ITM-0007_COMP-0010,Pure Silk Saree,0,13,TRUE,FALSE,TRUE,0,15,0,2024-04-28,2024-04-20,2024-05-01 08:00:00,2024-05-01 08:00:00
ISS-0089,COMP-0010,ITM-0008_COMP-0010,Cotton Shirt,1,6,TRUE,FALSE,TRUE,0,15,630,2024-04-28,2024-04-20,2024-05-01 08:00:00,2024-05-01 08:00:00
ISS-0090,COMP-0010,ITM-0009_COMP-0010,Jeans Pant,2,4,TRUE,FALSE,TRUE,0,15,2100,2024-04-28,2024-04-20,2024-05-01 08:00:00,2024-05-01 08:00:00
ISS-0091,COMP-0011,ITM-0001_COMP-0011,iPhone 15,51,9,FALSE,TRUE,TRUE,5,15,2320500,2024-04-28,2024-04-20,2024-05-01 08:00:00,2024-05-01 08:00:00
ISS-0092,COMP-0011,ITM-0002_COMP-0011,Samsung S24,14,5,FALSE,FALSE,TRUE,2,15,539000,2024-04-28,2024-04-20,2024-05-01 08:00:00,2024-05-01 08:00:00
ISS-0093,COMP-0011,ITM-0003_COMP-0011,OnePlus 12,13,3,FALSE,FALSE,FALSE,4,15,382187,2024-04-28,2024-04-20,2024-05-01 08:00:00,2024-05-01 08:00:00
ISS-0094,COMP-0011,ITM-0004_COMP-0011,Dell XPS 15,74,7,FALSE,TRUE,TRUE,9,15,6216000,2024-04-28,2024-04-20,2024-05-01 08:00:00,2024-05-01 08:00:00
ISS-0095,COMP-0011,ITM-0005_COMP-0011,HP Pavilion,23,2,FALSE,FALSE,FALSE,9,15,885500,2024-04-28,2024-04-20,2024-05-01 08:00:00,2024-05-01 08:00:00
ISS-0096,COMP-0011,ITM-0006_COMP-0011,Cotton Silk Saree,4,4,TRUE,FALSE,TRUE,1,15,9800,2024-04-28,2024-04-20,2024-05-01 08:00:00,2024-05-01 08:00:00
ISS-0097,COMP-0011,ITM-0007_COMP-0011,Pure Silk Saree,12,5,FALSE,FALSE,TRUE,2,15,84000,2024-04-28,2024-04-20,2024-05-01 08:00:00,2024-05-01 08:00:00
ISS-0098,COMP-0011,ITM-0008_COMP-0011,Cotton Shirt,15,1,FALSE,FALSE,FALSE,11,15,9450,2024-04-28,2024-04-20,2024-05-01 08:00:00,2024-05-01 08:00:00
ISS-0099,COMP-0011,ITM-0009_COMP-0011,Jeans Pant,16,2,FALSE,FALSE,FALSE,6,15,16800,2024-04-28,2024-04-20,2024-05-01 08:00:00,2024-05-01 08:00:00
ISS-0100,COMP-0012,ITM-0001_COMP-0012,iPhone 15,0,10,TRUE,FALSE,TRUE,0,15,0,2024-04-28,2024-04-20,2024-05-01 08:00:00,2024-05-01 08:00:00
ISS-0101,COMP-0012,ITM-0002_COMP-0012,Samsung S24,79,4,FALSE,TRUE,TRUE,18,15,3041500,2024-04-28,2024-04-20,2024-05-01 08:00:00,2024-05-01 08:00:00
ISS-0102,COMP-0012,ITM-0003_COMP-0012,OnePlus 12,0,8,TRUE,FALSE,TRUE,0,15,0,2024-04-28,2024-04-20,2024-05-01 08:00:00,2024-05-01 08:00:00
ISS-0103,COMP-0012,ITM-0004_COMP-0012,Dell XPS 15,0,14,TRUE,FALSE,TRUE,0,15,0,2024-04-28,2024-04-20,2024-05-01 08:00:00,2024-05-01 08:00:00
ISS-0104,COMP-0012,ITM-0005_COMP-0012,HP Pavilion,0,8,TRUE,FALSE,TRUE,0,15,0,2024-04-28,2024-04-20,2024-05-01 08:00:00,2024-05-01 08:00:00
ISS-0105,COMP-0012,ITM-0006_COMP-0012,Cotton Silk Saree,0,6,TRUE,FALSE,TRUE,0,15,0,2024-04-28,2024-04-20,2024-05-01 08:00:00,2024-05-01 08:00:00
ISS-0106,COMP-0012,ITM-0007_COMP-0012,Pure Silk Saree,0,11,TRUE,FALSE,TRUE,0,15,0,2024-04-28,2024-04-20,2024-05-01 08:00:00,2024-05-01 08:00:00
ISS-0107,COMP-0012,ITM-0008_COMP-0012,Cotton Shirt,0,13,TRUE,FALSE,TRUE,0,15,0,2024-04-28,2024-04-20,2024-05-01 08:00:00,2024-05-01 08:00:00
ISS-0108,COMP-0012,ITM-0009_COMP-0012,Jeans Pant,61,10,FALSE,TRUE,TRUE,5,15,64050,2024-04-28,2024-04-20,2024-05-01 08:00:00,2024-05-01 08:00:00
ISS-0109,COMP-0013,ITM-0001_COMP-0013,iPhone 15,23,4,FALSE,FALSE,TRUE,5,15,1046500,2024-04-28,2024-04-20,2024-05-01 08:00:00,2024-05-01 08:00:00
ISS-0110,COMP-0013,ITM-0002_COMP-0013,Samsung S24,19,3,FALSE,FALSE,FALSE,6,15,731500,2024-04-28,2024-04-20,2024-05-01 08:00:00,2024-05-01 08:00:00
ISS-0111,COMP-0013,ITM-0003_COMP-0013,OnePlus 12,34,4,FALSE,FALSE,TRUE,7,15,999566,2024-04-28,2024-04-20,2024-05-01 08:00:00,2024-05-01 08:00:00
ISS-0112,COMP-0013,ITM-0004_COMP-0013,Dell XPS 15,0,5,TRUE,FALSE,TRUE,0,15,0,2024-04-28,2024-04-20,2024-05-01 08:00:00,2024-05-01 08:00:00
ISS-0113,COMP-0013,ITM-0005_COMP-0013,HP Pavilion,3,9,TRUE,FALSE,TRUE,0,15,115500,2024-04-28,2024-04-20,2024-05-01 08:00:00,2024-05-01 08:00:00
ISS-0114,COMP-0013,ITM-0006_COMP-0013,Cotton Silk Saree,17,3,FALSE,FALSE,FALSE,5,15,41650,2024-04-28,2024-04-20,2024-05-01 08:00:00,2024-05-01 08:00:00
ISS-0115,COMP-0013,ITM-0007_COMP-0013,Pure Silk Saree,12,13,FALSE,FALSE,TRUE,0,15,84000,2024-04-28,2024-04-20,2024-05-01 08:00:00,2024-05-01 08:00:00
ISS-0116,COMP-0013,ITM-0008_COMP-0013,Cotton Shirt,0,9,TRUE,FALSE,TRUE,0,15,0,2024-04-28,2024-04-20,2024-05-01 08:00:00,2024-05-01 08:00:00
ISS-0117,COMP-0013,ITM-0009_COMP-0013,Jeans Pant,0,9,TRUE,FALSE,TRUE,0,15,0,2024-04-28,2024-04-20,2024-05-01 08:00:00,2024-05-01 08:00:00
ISS-0118,COMP-0014,ITM-0001_COMP-0014,iPhone 15,0,10,TRUE,FALSE,TRUE,0,15,0,2024-04-28,2024-04-20,2024-05-01 08:00:00,2024-05-01 08:00:00
ISS-0119,COMP-0014,ITM-0002_COMP-0014,Samsung S24,13,11,FALSE,FALSE,TRUE,1,15,500500,2024-04-28,2024-04-20,2024-05-01 08:00:00,2024-05-01 08:00:00
ISS-0120,COMP-0014,ITM-0003_COMP-0014,OnePlus 12,66,0,FALSE,TRUE,FALSE,66,15,1940334,2024-04-28,2024-04-20,2024-05-01 08:00:00,2024-05-01 08:00:00
ISS-0121,COMP-0014,ITM-0004_COMP-0014,Dell XPS 15,0,13,TRUE,FALSE,TRUE,0,15,0,2024-04-28,2024-04-20,2024-05-01 08:00:00,2024-05-01 08:00:00
ISS-0122,COMP-0014,ITM-0005_COMP-0014,HP Pavilion,50,5,FALSE,FALSE,TRUE,9,15,1925000,2024-04-28,2024-04-20,2024-05-01 08:00:00,2024-05-01 08:00:00
ISS-0123,COMP-0014,ITM-0006_COMP-0014,Cotton Silk Saree,0,14,TRUE,FALSE,TRUE,0,15,0,2024-04-28,2024-04-20,2024-05-01 08:00:00,2024-05-01 08:00:00
ISS-0124,COMP-0014,ITM-0007_COMP-0014,Pure Silk Saree,0,9,TRUE,FALSE,TRUE,0,15,0,2024-04-28,2024-04-20,2024-05-01 08:00:00,2024-05-01 08:00:00
ISS-0125,COMP-0014,ITM-0008_COMP-0014,Cotton Shirt,0,3,TRUE,FALSE,FALSE,0,15,0,2024-04-28,2024-04-20,2024-05-01 08:00:00,2024-05-01 08:00:00
ISS-0126,COMP-0014,ITM-0009_COMP-0014,Jeans Pant,0,11,TRUE,FALSE,TRUE,0,15,0,2024-04-28,2024-04-20,2024-05-01 08:00:00,2024-05-01 08:00:00
ISS-0127,COMP-0015,ITM-0001_COMP-0015,iPhone 15,12,6,FALSE,FALSE,TRUE,2,15,546000,2024-04-28,2024-04-20,2024-05-01 08:00:00,2024-05-01 08:00:00
ISS-0128,COMP-0015,ITM-0002_COMP-0015,Samsung S24,0,15,TRUE,FALSE,TRUE,0,15,0,2024-04-28,2024-04-20,2024-05-01 08:00:00,2024-05-01 08:00:00
ISS-0129,COMP-0015,ITM-0003_COMP-0015,OnePlus 12,91,1,FALSE,TRUE,FALSE,54,15,2675309,2024-04-28,2024-04-20,2024-05-01 08:00:00,2024-05-01 08:00:00
ISS-0130,COMP-0015,ITM-0004_COMP-0015,Dell XPS 15,2,7,TRUE,FALSE,TRUE,0,15,168000,2024-04-28,2024-04-20,2024-05-01 08:00:00,2024-05-01 08:00:00
ISS-0131,COMP-0015,ITM-0005_COMP-0015,HP Pavilion,11,5,FALSE,FALSE,TRUE,2,15,423500,2024-04-28,2024-04-20,2024-05-01 08:00:00,2024-05-01 08:00:00
ISS-0132,COMP-0015,ITM-0006_COMP-0015,Cotton Silk Saree,0,8,TRUE,FALSE,TRUE,0,15,0,2024-04-28,2024-04-20,2024-05-01 08:00:00,2024-05-01 08:00:00
ISS-0133,COMP-0015,ITM-0007_COMP-0015,Pure Silk Saree,0,5,TRUE,FALSE,TRUE,0,15,0,2024-04-28,2024-04-20,2024-05-01 08:00:00,2024-05-01 08:00:00
ISS-0134,COMP-0015,ITM-0008_COMP-0015,Cotton Shirt,0,8,TRUE,FALSE,TRUE,0,15,0,2024-04-28,2024-04-20,2024-05-01 08:00:00,2024-05-01 08:00:00
